name,review,rating
DEX Products Electric Baby Food Processor,"I like this little processor for mixing up small quantities of food.  True, it doesn't hold a ton, but I does what I bought it for - I make a few days worth at a time.-  Holds about 8 oz of food comfortably at a time (so it mixes well, etc)-  I think this is a good size to make fresh food and to try new foods (without making a bunch if it's not a hit!)-  Pretty easy to clean-  Just 4 parts, so easy to assemble and use-  It's not super heavy duty, so I do chop things up a good amount before putting them in thereAll in all, I think it's worth it.  I didn't have a regular food processor and for me a blender just didn't work quite right and I thought it was harder to get the food mixed.Some hints I also found when investigating making baby food are:-  After mixing if you want to freeze any, just use ice cube trays.  Each cube is about 1 oz and once they're frozen, pop them out and put in a zip-loc for storage.-  If you're just getting started, I thought this website was useful and had good ideas - -  wholesomebabyfoodGood luck!",5
Cheeky Monkey Pac Back,I used this on my recent trip from Alaska to New Zealand.  The pack was extremely helpful in navigating through the airport as well as boarding the plane.,5
UPPAbaby Easy Fit Car and SUV Shade,"After trying several products, I purchased the UPPAbaby Easyfit Shade thinking this will be my last attempt. It's a great product and the suctions work well, but the size is too big for my car (VW CC) - that's why I'm giving 4 stars not 5. I wish they make different sizes for smaller windows. My car window is low and wide, so what ended up happening is the shade fabric folded and overlapped so my baby can't see outside anymore. I think it will work great in my husband's car, but we already got the UpShadeUpShade - Car or Truck Rear Side Window Shade - Small Rear Size - 1 Pairfor it and it looks great so we won't switch (UpShade doesn't work on VW CC either because there's no window frame on top).",4
"NUK 1 Pack Genius Silicone BPA Free Pacifier, Size 2, 6+ Months, Colors May Vary",My now 10-month old son likes these better than other binkies.  They're a little bit larger and fit more comfortably in his mouth,5
"Sassy Baby Food Nurser, Colors May Vary","As a mother of 6 month old twins, I need products that work as designed.  While these bottles do allow the cereal to easily pass through the nipple they are VERY DIFFICULT to put together.  The colored pieces (top & bottom) do not fit the clear bottle well at all and require several minutes to put together every time I use them.  My husband wants me to throw them away but unfortunately I've not been able to find a competing product to replace them with.  I actually dread using these....",2
"Fisher-Price 2-in-1 Projection Mobile, Precious Planet","I got this for my 3 month old son and he loves it,soft music and lights is making my son fell on sleep.",5
"The First Years Jet Stroller, Red/Black","I like this stroller because of the weight limit is nice and it's not cheaply made or flimsy like the ones you can buy anywhere for 12 bucks. This is a nice sturdy stroller. My daughter is petite but she likes it, doesn't complain like she does in her big E. B. stroller. The only down fall so are is the sunshade, it's not very big, but it's not a deal breaker. The basket on the bottom is nice to have also, it's not large but it can fit a baby carrier, a small bag and maybe a small purse. I also like the small pockets by the handles. It has a closed pocket, and 1 large and 2 small small pockets. This is great for snacks and sippy cups. I'm 5'1 and feel that the handles are a little high up for me, but my husband feels comfy pushing it. It's nice a light weight, which is another plus when you have to put it in your car. This is great!",5
Vulli Sophie the Giraffe Teether,"I seriously wonder why my 3 month old is obsessed with this silly thing?!  It is seriously a dog toy!  She got 5 as gifts!!  But hey, she really likes it, so 5 stars it is!",5
Infantino Squeeze and Stack Block Set,My son likes this toy. Easy to play and not dangerous. Lightweight and can be played in bath. Travel approve.,5
Blessed By Pope Benedict XVI Divine Mercy Full Color Medal,very nice Divine Mercy Pendant of Jesus now on chain around my neck.  Love It!  Divine Mercy represents Jesuswho offers us an ocean of divine mercy.  Pray to God for our country. You need HIM in your lives!,5
"Obersee Kid's All-in-One Pre-School Backpacks with Integrated Cooler, Rhinestone Angel Wings",I bought this for my child because there are no appropriate sized backpacks for children 5 to 7 years old.  This backpack is designed just for that age group and fits her just right.  I am able to put her lunch box inside or use the insulated portion to store cold items.  It is very durable and is holding up to everyday use very well.  When this one wears out I will defiantly return and purchase a new one from them.  The item arrived at my door step appropriately packed and on time.,5
Neat Solutions 10-count Winnie the Pooh Tidy Topper Disposable Changing Pads,"Firstly, I was using the sassy disposable changing pad, but for some reason, i could not get them anymore and i rush to amazon to get all the neat solution pad they have, which was really cheap and worth every penny I change the changing pad at every changing since my baby was born and I plan to that till he is 6 month. Not to defiate, I saw this one ....and it was bigger than the sassy and very good as well but it only 10 for 2.99...the sassy is 3.99 for 36...but is is really big so i cut all prior to changing pad.....",4
